val1,val2,center
0.25836370540997444,-0.34492838770300616,5
0.2592009809807494,-0.35923929052718545,5
0.19128163847619156,-0.3607860389072675,5
0.18255581824301018,-0.3437593721702044,5
0.07109665194320279,-0.3038673361052771,0
-0.05492383239532262,-0.2417543022334873,0
-0.07448536551888563,-0.21446713566740672,0
-0.04337408660273365,-0.20344821709709413,0
-0.05458318191918015,-0.19901401014298348,0
-0.053258474596017714,-0.21441598384718807,0
-0.0317508446926142,-0.23197273326713647,0
-0.006022420434086226,-0.23450621359816282,0
-0.019854120879028565,-0.22564532441100843,0
0.013077789520789397,-0.21645112107955822,0
-0.04513242140914485,-0.1870357798720372,0
-0.11737307504671998,-0.19354937809511893,0
-0.1045392791942023,-0.18314376147958986,0
-0.1082703788731785,-0.150492467063344,0
-0.18438662488786686,-0.43498010115583574,0
-0.145087561616884,-0.4280251873039442,0
-0.1386671912985593,-0.4492995783314357,0
-0.15939376977258699,-0.4665192508877826,0
-0.12551677477027945,-0.4727502505756172,0
-0.07205077027240125,-0.4778844380509817,0
-0.02070736324818239,-0.45429806706756004,0
0.01896739746011105,-0.4551504464973464,0
0.010656153708825744,-0.42972359389390075,0
0.05644956837764373,-0.4060575168046131,0
0.02389201295781855,-0.3744582734020557,0
-0.026433925285597386,-0.3145646074700677,0
-0.022717393619505484,-0.266514072029542,0
-0.05451704278593812,-0.2511771235474515,0
-0.07639200386842011,-0.23446903892540166,0
-0.11122321694844003,-0.21547480421467544,0
-0.0752621542156549,-0.22781539092176484,0
-0.06673125189743179,-0.2408164595821109,0
-0.06194916948984898,-0.23445673206660236,0
-0.0794247040544579,-0.22034258168166962,0
-0.11006985451506307,-0.23199748858598554,0
-0.0960561723224535,-0.1950471721355004,0
-0.12236742082836777,-0.1961239252915207,0
-0.0937275717827449,-0.18045948503347778,0
0.0008794521270793151,-0.30764567334291704,0
0.016377412004897854,-0.2870323549949538,0
-0.003590598060494967,-0.27602581774063584,0
-0.005225857530960162,-0.25381638629522263,0
-0.06103479052278052,-0.22684638946665456,0
-0.14341670635285209,-0.22544600120129704,0
-0.21764031097001885,-0.28273164077475466,0
-0.2024880892466619,-0.2922675561246289,0
-0.21570871210140075,-0.31814449387111626,0
-0.205818629737708,-0.33189941100744547,0
-0.21675751461826023,-0.3117619784587484,0
-0.23312273663974437,-0.26943879853613456,0
-0.2454856999719993,-0.26370528048869113,0
-0.25434280641313545,-0.24404890569383914,0
-0.22850688308466335,-0.23618719912415845,0
-0.20152575875735879,-0.24556338642563696,0
-0.15649248406561042,-0.27690365304381254,0
-0.12433408477780397,-0.2762858485924092,0
-0.029384222229430598,-0.2563740341579902,0
0.011884105906938874,-0.2180293503251062,0
0.020912725295498445,-0.18741230468300984,9
0.06126104546228723,-0.1329149918465368,9
0.1261549792454717,-0.10735328769562236,9
0.2845144534540796,-0.0852373039486345,9
0.19894869521111908,0.012580721662887746,9
0.3135019345174147,0.057522121845285115,2
0.42702843201726526,0.11681771526804878,2
0.4973348933997403,0.14617321951563395,6
0.5917355180924985,0.17982292445904657,6
0.6024420131153843,0.20312289105849776,6
0.6104649531847722,0.18584540352327694,6
0.6551295740676092,0.16638087414809127,6
0.6209717807644637,0.1551302976135907,6
0.5848276271265714,0.179535862781863,6
0.45726724910547106,0.17624693574021458,2
0.2813711308647847,0.21848030731756138,2
0.10546580260228211,0.24258904105340603,10
0.04944964718886069,0.2240162832311105,10
-0.00635168222798415,0.23073194293763227,10
-0.004548564262849233,0.20916236560289503,10
0.08811572200376953,0.1838188805303057,10
0.20814175357050335,0.1844246166171719,2
0.3353476989677145,0.15008931704405684,2
0.4367686135787458,0.15711571743229968,2
0.5774476183957125,0.18046645568786462,6
0.6677503789953514,0.19177997360334892,6
0.7131743758845536,0.18248733858720323,6
0.7200903679137048,0.17679082949815425,6
0.6519393167189258,0.05412645628110076,6
0.6673903006392998,0.03641295663707058,6
0.7022784364473164,0.05357615273664435,6
0.7020870772513557,0.059862862243852885,6
0.70229658409766,0.051372053075432474,6
0.7013996536409319,0.0642989141971981,6
0.7605751399599125,0.09086545179366955,6
0.7708787067090828,0.06013768582255541,6
0.7232614110117495,0.06803179967760799,6
0.6979307875014702,0.068182193199488,6
0.6102649147898801,0.0719728112824974,6
0.5341741245683201,0.06276532840074703,6
0.503979164551083,0.09077196978702609,6
0.4466583263778253,0.10478191830362414,2
0.43627414612983845,0.10829548436715833,2
0.4182597458599673,0.09495470389098168,2
0.46698160649623693,0.07261440131113864,2
0.508996929832074,0.07414269579934017,6
0.568406925097543,0.06575495654254213,6
0.5876301177125282,0.07261691940135656,6
0.5757322613645365,0.07143010520044456,6
0.5903789342720408,0.09585853376066554,6
0.6304079635986465,0.1350488368946439,6
0.627073936360739,0.17071824107632236,6
-0.049831350129496646,-0.23741945453949817,0
-0.09098854298843695,-0.2610944227688533,0
-0.11591009263903514,-0.2946402603598282,0
-0.04598627076408346,-0.34023218097226654,0
-0.032058204064076286,-0.363027890455319,0
0.004314476004320243,-0.3713002550632799,0
0.0387080837799026,-0.3791132719883392,0
0.06968465316289615,-0.37245274744002105,0
0.05586411147946744,-0.38167116675107376,0
0.005460033531146845,-0.3702595625225926,0
-0.01441290443330176,-0.3137860706184808,0
-0.09478147707165291,-0.24424370021936428,0
-0.1415247584120402,-0.202574425147124,0
-0.14076828696386645,-0.18202749266405466,0
-0.1774123282787082,-0.18685164818270666,0
-0.13338487635909546,-0.1821417741773433,0
-0.08908145930409209,-0.15962260495451336,0
-0.04505521251014542,-0.14496522759841074,0
-0.07404153184339786,-0.12142174139658453,3
-0.06326950416348098,-0.0802713865952836,3
-0.02280108999147549,-0.0478989232255317,9
0.049677183619121316,-0.029169711950081098,9
0.09698907536714371,0.011102367533684083,9
0.07175193816320492,0.046909619764831004,9
0.7282457660225872,0.15965512902299198,6
0.7541577577205075,0.15589289004540485,6
0.8122526739494742,0.12453123126358089,6
0.7933316834283717,0.11467237787556421,6
0.7959375395115559,0.11278409446696405,6
0.807883536540936,0.10754781512830677,6
0.8499384842867603,0.10477247475291955,6
0.8082117668798984,0.12046476330891087,6
0.7982401971880078,0.08073966955036475,6
0.7210976246854426,0.08720795427909014,6
0.6914887570138497,0.13074612088645807,6
0.6107805410960022,0.14792898997713994,6
0.5247703203551154,0.14645323849217648,6
0.4886506245551105,0.1713914979541606,2
0.4822080655155149,0.20401258298573985,2
0.5231544656642092,0.21935379491690798,7
0.6077885676391139,0.19638505093719416,6
0.6350621015457276,0.1608389985506411,6
0.6251649688580541,0.15244625024911923,6
0.6312424892383162,0.15762331081636596,6
0.6829237983289884,0.16861700921269976,6
0.6728557330762378,0.16517365575635237,6
0.6711225858402623,0.17671427603510007,6
0.6970254014474668,0.17428454583986128,6
0.6282293219672984,0.39996955543943635,7
0.6119008142568179,0.3869892313626198,7
0.6218996334730221,0.37012818787527246,7
0.6170869656591481,0.3570773838435935,7
0.5966227607197259,0.3404435796887882,7
0.621628818705945,0.32249334056255713,7
0.6141746177671512,0.3193414794484543,7
0.5293325567412837,0.2789860097268279,7
0.5271251926574213,0.21987138565982933,7
0.46445166975507146,0.18814229781815112,2
0.4441009112527854,0.2068870994813856,2
0.4899360951127238,0.22507725433179432,2
0.4476171987278288,0.26038975356946076,2
0.4535852310043761,0.26243947929717243,2
0.4973128931928368,0.27553455334337906,7
0.5404806807259818,0.29704096248125267,7
0.5445865043368182,0.29977794111207207,7
0.5596067675968838,0.2916202037303689,7
0.5256820043794463,0.26453091441869103,7
0.4978292963876096,0.23955726402716532,7
0.4061295631374132,0.20837907452564888,2
0.37176447199314866,0.17343393224073922,2
0.33762895572462526,0.19929218952892344,2
0.3115787152542357,0.19045867282218054,2
-0.11442804090148316,-0.1429426986819403,3
-0.13179798659870057,-0.15306260768137908,0
-0.14321017793304017,-0.15654273917329567,3
-0.1696214662687775,-0.177095749103504,0
-0.18851611217036934,-0.2108049734198107,0
-0.17215683272766327,-0.22475630560688822,0
-0.12090055065381404,-0.2024850504768544,0
-0.14997329207327426,-0.21370970674771836,0
-0.11323360770090395,-0.1870509044974122,0
-0.15602998901154166,-0.19124350993322473,0
-0.14633402588202096,-0.1793031407877934,0
-0.1751235980775909,-0.16688827858416627,3
-0.17951662652686395,-0.13975143760163078,3
-0.18991163387963292,-0.13856048410757288,3
-0.17240898783530662,-0.12900171836517516,3
-0.11022547223011149,-0.14424889241171437,0
-0.06367640449883932,-0.1434729476959613,0
-0.12696911858940146,-0.17127549120568117,0
-0.1368159997544357,-0.1929115843976668,0
-0.19699475890521556,-0.26066311702725253,0
-0.15729723974816365,-0.35869077835231766,0
-0.15888031999359525,-0.3702552171876965,0
-0.15820372625160958,-0.3794298496772349,0
-0.12393708632674307,-0.3799424277999827,0
0.2822907882355999,-0.06743530077327,9
0.3310722023679461,-0.03815942387278872,9
0.3351585082999747,-0.02088346872240277,9
0.3113150202989482,-0.03416838004659055,9
0.299129407716658,-0.059306913346917955,9
0.40817105603322107,-0.039817723234268576,2
0.0794082689201561,-0.44721075657112774,0
0.1815266112134194,-0.4603101693158155,5
0.25521619550668767,-0.43308549252039313,5
0.3032998034729289,-0.39620038257649604,5
0.2126073979264334,-0.42077619244088116,5
0.006022664577158429,-0.46093553960477024,0
-0.0910278537618299,-0.45676301278329096,0
-0.1583885762162817,-0.43111155333777174,0
-0.16824560606361688,-0.42892869538925016,0
-0.20902115252185421,-0.42397256139470746,0
-0.13632375386207218,-0.43899596999516405,0
-0.1379872803268279,-0.4166721631208921,0
-0.12072429149121491,-0.41169691575782213,0
-0.11068365131489136,-0.43204556147500395,0
-0.10094048392432617,-0.43814178339738374,0
-0.11817310695584213,-0.4693187707813091,0
-0.1259360615213514,-0.4852015649499492,0
-0.05687374051829744,-0.4842261309793091,0
-0.10723699621751595,0.21108831992331487,10
-0.046062462723691855,0.20079775821928306,10
-0.07781185465441914,0.23424701092535058,10
-0.11917427059391475,0.24023302087326914,10
-0.12096311514172166,0.23480344976658377,10
-0.14373642426195304,0.22140262955012843,10
-0.027750991469913465,0.20403018414622387,10
-0.06888226862823724,0.1229337238615758,10
-0.0958189711969741,0.08559595224400059,10
-0.13200880144852956,0.06192873306291364,3
-0.23085347541320614,0.06844500707686131,3
-0.22341066474075294,0.08373479713104619,3
-0.23997830859054248,0.10549523472356699,3
-0.30838231179236025,0.1407986144256766,3
-0.29657562254774544,0.12358262104149753,3
-0.31154430851393883,0.16209079447091254,3
-0.216181686748746,0.12178290924606718,3
-0.1526231431368038,0.10380105975543698,3
-0.09759776950662052,0.08132381171205567,10
-0.0875059450903175,0.0563985313979488,3
0.0009838881732431512,0.038873478190455966,9
0.0005999604724290925,0.02848507668587908,9
0.06029350009746979,0.03455346596775434,9
0.09054839249159402,0.0699540609681335,9
-0.21999557767641917,0.0033415561671239023,3
-0.21024560235886333,0.004322682155349409,3
-0.1897546728978173,0.01107756109898882,3
-0.15038264807395277,0.020654411824806887,3
-0.15599490750897188,0.02371544576777307,3
-0.09754253507208942,0.037647702843300566,3
-0.15836157885699523,0.019741562227492945,3
-0.10957107787860623,0.03472662191138123,3
-0.08553688807896435,0.026732591384724946,3
-0.034192357063790306,0.04443700023395966,10
-0.0774189149975112,0.05521998914807013,10
-0.10545942892897686,0.06482026251822413,3
-0.15318250296999322,0.05238761116839432,3
-0.18003895910377027,0.06351833878752453,3
-0.22226012267512174,0.025239100580443992,3
-0.22444928635269382,0.0005749604860401372,3
-0.19285155186973063,-0.0022509940527256083,3
-0.17501351294277728,-0.03669947318930395,3
-0.19194318003419414,-0.0652459076800226,3
-0.17555286303136347,-0.06737370967932156,3
-0.23666953301950536,-0.1040800844614761,3
-0.2041470824282406,-0.15858561061307588,3
-0.19709820517852542,-0.15466468141318357,3
-0.22545046916224856,-0.10774789467062588,3
0.08492074604262223,-0.35458173550448185,0
0.21808231557596774,-0.3386563280035367,5
0.21266984640628392,-0.34478064176933676,5
0.22170272895953175,-0.3699591268311467,5
0.25691168456157326,-0.36609017350146345,5
0.2804983646964149,-0.3438633200502269,5
0.3125921783800677,-0.2889716188744385,5
0.28632750081474884,-0.30172356483944407,5
0.3131006208377698,-0.20894633861034112,5
0.253402485269001,-0.15754696471820737,9
0.12712153170852836,-0.13731515159851915,9
0.08335604422394198,-0.1052361159356211,9
0.013182013981664874,-0.10896098928213534,9
-0.06368977774939599,-0.06504174605495337,3
-0.10844470819393186,-0.06952477191732334,3
-0.1062424291515878,-0.08002690800436801,3
-0.08415444895043218,-0.0687356668104089,3
-0.05056307039189001,-0.07782726248124106,9
-0.03352879032070546,-0.04555607659305776,9
-0.04521329934164868,0.03419079446177019,10
0.12266709692376027,0.14132541279813854,10
0.10906269471687162,0.16682873833454825,10
0.08084029470885397,0.18218643534619633,10
0.0015238213851187787,0.1580186141349218,10
-0.24806755116956838,-0.30798299922530953,0
-0.19853869147670902,-0.32855094134864415,0
-0.24536898717024527,-0.3550630642728042,0
-0.21602039633141373,-0.3788892732049347,0
-0.2105271558530694,-0.40295496240398504,0
-0.09516362817646257,-0.428695298396536,0
-0.15486245647982788,-0.40878112952866313,0
-0.11924039310416999,-0.4055683899096697,0
-0.0348725368860887,-0.40965189017692255,0
-0.042251008404179384,-0.37991535514643293,0
-0.09921527416137862,-0.3467680979568464,0
-0.16966189372469265,-0.3027827785006398,0
-0.21102831692546653,-0.28940910701943096,0
-0.21932576487276434,-0.2847466853540444,0
-0.23133037838132348,-0.2849928869549046,0
-0.1915835182112221,-0.2919403987136641,0
-0.1341768519780392,-0.31429853897269894,0
-0.11821525404125444,-0.3466718167179709,0
-0.08107713505435067,-0.36211201961572187,0
-0.02696365927600915,-0.39844029760574645,0
-0.030639764229446833,-0.3989627911441402,0
0.0030834597948815215,-0.41369565506093076,0
0.012246012499518477,-0.4747926780647452,0
0.015359173401062272,-0.4857873689377581,0
-0.12558811957333038,-0.41064891299867384,0
-0.10081315563099119,-0.40711349720502266,0
-0.10950570116732299,-0.41367910981890305,0
-0.12742365427422236,-0.4499858118495849,0
-0.11105106047419899,-0.44525397387656696,0
-0.05566500216077859,-0.4443932503725695,0
-0.07928869086406226,-0.44993297417743033,0
-0.019923485961203018,-0.43238660317994754,0
0.0013785326648218972,-0.4390130447225376,0
-0.01728778592669278,-0.41433413509565825,0
-0.10354553575794412,-0.36542075982684313,0
-0.15238545240484982,-0.3357873806039479,0
-0.21737598113478424,-0.310634648744123,0
-0.21879367952851703,-0.31524370051054024,0
-0.24873097975463487,-0.3296791771512063,0
-0.23569065722906202,-0.33075765009915503,0
-0.1273186935680501,-0.30754261122436444,0
-0.0620340636175547,-0.32827142541320714,0
-0.07120955558365909,-0.35811232254353437,0
-0.020179955422598223,-0.37499092992778543,0
-0.024996290079250475,-0.3825287100976253,0
-0.02513367669849925,-0.38961303350191406,0
-0.03409667535351634,-0.4147333755517514,0
-0.05087552541826591,-0.43603180982056833,0
0.21712128828893124,-0.024864998072352925,9
0.15620138820069257,-0.04772193214287612,9
0.21293891441113,-0.04539549278083306,9
0.24141269066971321,-0.019708563767133896,9
0.21837293676040087,-0.03331668942106702,9
0.15067703348838263,-0.008874682049869928,9
0.2558847363119006,0.0005235131729972621,9
0.23981110867226424,-0.01050025915325033,9
0.21837490284870703,0.014932097482921498,9
0.1600361555342882,0.059656082682249756,9
0.07954955212094589,0.07797564291513513,9
-0.06224809843617465,0.09781762859573465,10
-0.1562961040491992,0.10016889788091522,3
-0.1806890776719309,0.08871468870470242,3
-0.21260216160827825,0.07549127438934769,3
-0.14495564041877718,0.051445906905196584,3
-0.10293136905069528,0.019146253874458632,3
-0.05412206760637586,-0.0031738414015113846,3
0.045624682743667835,-0.03161016972530053,9
0.05287900299421272,-0.026510832430326085,9
0.0532657519371668,0.04387105817044246,9
0.05116752358639762,0.060626605389304394,9
0.009109737814290482,0.08285656801698521,10
-0.004065046892398148,0.0913564345099797,10
0.6085071249630312,0.18820608466497643,6
0.5880511100532494,0.19797041262934012,6
0.6039155504673555,0.2039905045526061,6
0.6302582624412425,0.17791312273394166,6
0.6178347243036656,0.228739738432249,6
0.5945991493596369,0.23653969510025893,6
0.602584132342171,0.21892026645422555,6
0.5371110689175985,0.2343181065426555,7
0.5276942877927523,0.2351475720474762,7
0.46732563084123846,0.26250267032701063,2
0.3287815446908321,0.27658691697534304,2
0.07379401143044104,0.22930325004836893,10
-0.13430073624522543,0.1485481916596179,10
-0.2434455450556785,0.12256768262276826,3
-0.26613828913969995,0.07076715305276494,3
-0.24711182506348225,0.046247616759353266,3
-0.1680337851200872,0.026083225448188148,3
-0.08487294449244441,0.017064768775708065,3
-0.039245774589152786,0.021698257364289278,9
0.013583726000093069,-0.01819473381748321,9
0.03494457068960291,-0.013963803040323717,9
0.00678738644879736,-0.03447321000032366,9
-0.033874390704826805,-0.03678818044457002,9
-0.04979098578034822,-0.010028216464194254,9
0.06796895322301155,0.14632295027724912,10
-0.04487332852499339,0.13573116844599795,10
-0.24743999215492646,0.0996658198406529,3
-0.3107382037811312,0.0765341504415484,3
-0.16117974605341726,0.10432597271226689,3
-0.27278348884438647,-0.004980506378599597,3
-0.3181910793985573,-0.04965206109102932,3
-0.26961541159174657,-0.1895418746259158,3
-0.17932126947207222,-0.2564088692083399,0
-0.17124139788499348,-0.26544412499678516,0
-0.19394908095132754,-0.25033029856553185,0
-0.2674251706393907,-0.23540691379330358,0
-0.2775452596889181,-0.23374035230610993,0
-0.3044151330781708,-0.25904313636482246,0
-0.2569684069034963,-0.2636783526794175,0
-0.1706477232254203,-0.28601697286638833,0
-0.22746783937643342,-0.2810854970961037,0
-0.2149388148242705,-0.3084039291802083,0
-0.2154391444196896,-0.2868170326423585,0
-0.1818723651088563,-0.2920159447064665,0
-0.1459177040729152,-0.32048578909660613,0
-0.07910429048695641,-0.3376433358011955,0
-0.10917210684825024,-0.3374488958060834,0
-0.12563814902065604,-0.3081357453069371,0
-0.1619931343225295,-0.0724795620039839,3
-0.1379241352677494,-0.1217874610532614,3
-0.1361849998852582,-0.12263676160184435,3
-0.10105101821201573,-0.1332272810679566,3
-0.08299985869456479,-0.16189497077022988,0
-0.07434710323267309,-0.16159640005865264,0
-0.02849196183405832,-0.17425501532716267,0
-0.05015726567067375,-0.1957986268813963,0
-0.005289902674131222,-0.1590334131319883,9
-0.002194380280451255,-0.14026969442522352,9
-0.05252921370612168,-0.10841569539911854,9
-0.1986167000275754,-0.061349512169151264,3
-0.2552529713489454,-0.039707114764172574,3
-0.2380947464320071,-0.02391904669638172,3
-0.23818325656608305,-0.02064860812615009,3
-0.2138563603137298,-0.023787543379846655,3
-0.18731365521384016,-0.06137534378276002,3
-0.15559351839415228,-0.06377108979746526,3
-0.12137772849217242,-0.10878800394088294,3
-0.14001726539662543,-0.06084023187924662,3
-0.14831933769581013,-0.036323862046382764,3
-0.1419373493554402,-0.027761915685221426,3
-0.11683960359190113,-0.03512050197884771,3
-0.05866882883684795,-0.011531838933184145,3
-0.055004997283483945,-0.4425569972510975,0
-0.001010153381088362,-0.43915252068789046,0
-0.011316253852626516,-0.4399549081163822,0
-0.041310909522508425,-0.453656926340191,0
-0.04837526116494489,-0.431122157119192,0
-0.041750387290527866,-0.4509027786011013,0
-0.038108247371349234,-0.4311088792468514,0
0.007495934090596703,-0.4152605888732803,0
0.0007072950817493505,-0.3969320109480596,0
-0.008798399045296872,-0.38767031081204323,0
-0.07450443199934885,-0.36048762897573033,0
-0.10927121527329559,-0.33792067065882764,0
-0.1362769834260162,-0.31386517738555547,0
-0.16631046680733963,-0.28970504413589104,0
-0.1468544631238378,-0.27284319658328415,0
-0.07367492793202154,-0.26546237947223983,0
-0.05889376207963237,-0.24685704225679897,0
-0.022179406666946552,-0.22691575762455515,0
-0.0544188343780765,-0.24388257016913278,0
-0.10659543780380111,-0.25922127576980875,0
-0.06861942337285298,-0.2664543190340752,0
-0.06766401432128206,-0.27329259679515533,0
-0.04814464739548465,-0.2968772951831306,0
-0.0820368609767263,-0.26487913175034694,0
-0.1336747541162343,-0.2534948472209378,0
-0.13048653384758557,-0.19682504014108784,0
-0.15426919242083859,-0.1989702501199012,0
-0.16545329933926273,-0.1793196820794858,0
-0.1868542729173293,-0.17367304107676787,3
-0.21688669163038232,-0.18680897016575837,3
-0.27321119647772263,-0.22352747143915785,0
-0.21928047361276345,-0.2406406739222858,0
-0.25926208260936956,-0.2868529811272453,0
-0.23618496537831848,-0.29191475842008596,0
-0.25313441857895075,-0.28188067372230746,0
-0.3155781013696939,-0.26779100926571175,0
-0.3676503162955854,-0.2792961673932257,0
-0.3931665826773406,-0.30268509108426694,0
-0.4188024595471918,-0.32674507348747495,0
-0.36257432979278587,-0.3321457968370534,0
-0.2840397168011575,-0.34929242244076225,0
-0.2496877760505596,-0.3396074906771019,0
-0.23566617517180877,-0.35797737445694694,0
-0.19857049120669085,-0.3664306491626771,0
-0.16393147621488344,-0.37216712563354726,0
-0.16171573382255877,-0.36640483923226974,0
-0.14007764344093215,-0.39828779682979204,0
-0.10005608372553212,-0.3875974717353093,0
0.698610757315551,0.17421522931032393,6
0.7461833557353615,0.15513012324761813,6
0.7768327856497874,0.1595092923508487,6
0.767436788653187,0.19626692261301265,6
0.7332901400538241,0.1890535191320197,6
0.7221420419231303,0.19127807172087685,6
0.7137041164667026,0.19608021617759408,6
0.7224914718354661,0.18806934437976122,6
0.699542936404267,0.18320258079816978,6
0.6573989025399097,0.20336674047218078,6
0.5971731086538786,0.21045791301663008,6
0.48912259226976046,0.2558367371830462,7
0.4177651331283606,0.2579156190186177,2
0.4487674565014789,0.2974463937514742,2
0.40753056056807424,0.2764157219826616,2
0.5436098381776675,0.23914691320006076,7
0.557513769885902,0.25069126464471586,7
0.549962741074972,0.24079693370638805,7
0.5618994489890957,0.24399192055256413,7
0.5987019035896979,0.25499499857805763,7
0.6127108013262896,0.2587987902150545,7
0.6222669406168327,0.23871839054780597,6
0.638631035521466,0.24819511184748833,6
0.6704294661773734,0.26554169901769226,6
-0.061683324901663616,-0.3945798963619739,0
-0.04884442261872857,-0.3859534666267785,0
-0.026245016038352366,-0.3802296067864961,0
-0.03282870774589307,-0.3720178894778601,0
-0.020802987247197084,-0.3194692690430449,0
-0.04523808754523326,-0.2641131028100968,0
-0.014959694092566436,-0.21177048186864086,0
-0.03680984102713121,-0.13707868925670902,9
-0.00782066088844453,-0.09066055066638128,9
-0.0722516432919425,-0.07572810741694716,3
-0.21777184433035546,0.003011813963455003,3
-0.2505695644433358,0.015987525777788166,3
-0.21523899252219056,0.04461090749727413,3
-0.12931685911094665,0.09024367869305912,3
-0.1383880074685634,0.07739134101096946,3
-0.2020485463050628,0.09652248504836593,3
-0.3005600213796733,0.07704223382251975,3
-0.3223959816215025,0.08604279529026847,3
-0.3152851919484782,0.09326568575817883,3
-0.2752113697119486,0.07588634992590296,3
-0.20429966723412551,-0.03961293294354978,3
-0.3343772038079116,-0.19269849120062998,3
-0.28889930103991246,-0.24293264920358407,0
-0.28268236663714524,-0.2698948037743789,0
-0.05079072517787204,-0.057966940796409926,9
-0.13089651807766262,-0.08942164746828088,3
-0.1946291842970795,-0.12321465195789005,3
-0.11404598175134678,-0.140595611280062,3
-0.033864955276484573,-0.1802516775088961,0
-0.01970632074601207,-0.18814848833490588,0
-0.07249024330093928,-0.21069277198580252,0
-0.039222707616001856,-0.19377167873008622,0
-0.13137263281984807,-0.22003799584385117,0
-0.1966094764795272,-0.23812467119127853,0
-0.29645998040755495,-0.20708152610157138,3
-0.33169697970562056,-0.19280255034880076,3
0.0399004946225546,0.25637840808025636,10
0.03503195480482106,0.2747662716090601,10
0.030674163176979873,0.2734188291283635,10
0.06060019578110482,0.27946119985008944,10
0.07317922697340065,0.2842787142063339,10
0.06453133862899713,0.25709302520754984,10
0.08790811955229352,0.2545890717384772,10
0.08660056895539059,0.2523841176551514,10
0.09832809898373208,0.24458105895988036,10
0.07617597882795428,0.24119111308450605,10
0.10020214215312682,0.24774936901240097,10
-0.3141746446038106,-0.2151986779314047,3
-0.047441794759724404,0.09531106900950437,10
-0.07684724684473611,0.09824055737672849,10
-0.13729738640804715,0.10472694992366814,10
-0.13533850579558143,0.1032045892236711,10
-0.10929546428629568,0.13080515137704016,10
0.01208788772588832,0.16252526426993288,10
-0.049509148939584226,0.09702144329293899,10
-0.1890783546061121,-0.020000995962150336,3
-0.17235645802450472,-0.07192688940437778,3
-0.13730529409142891,-0.04797766289899265,3
-0.20344828282603974,-0.031069808198471247,3
-0.32624054476905046,-0.049805609617219825,3
